id,isDefault
800000,0.1096988027657121
800001,0.4272354865963903
800002,0.49071089225862563
800003,0.2960332118511961
800004,0.39712824612073727
800005,0.02632050878754884
800006,0.24265328103509798
800007,0.023892100519638835
800008,0.5251023393610638
800009,0.029855249262454062
800010,0.44780111835450853
800011,0.37443050388412086
800012,0.3008715221009779
800013,0.16688613139489536
800014,0.07554555311860613
800015,0.17602817602854018
800016,0.19906625499991715
800017,0.1556807133300464
800018,0.028781781608912423
800019,0.3082392271687509
800020,0.14012109085179342
800021,0.07149988494013515
800022,0.23806263229921176
800023,0.114954435835459
800024,0.34293777628493033
800025,0.1061687014345621
800026,0.03680249491901899
800027,0.15441428848520017
800028,0.2954315482383661
800029,0.13825792436049128
800030,0.049553814158811695
800031,0.11086389750960698
800032,0.08498112986572882
800033,0.218247188873911
800034,0.4673027354012248
800035,0.2840405703438578
800036,0.025647030446139574
800037,0.1400155540986162
800038,0.12353366885435556
800039,0.11647952316717518
800040,0.40752732609500125
800041,0.31536829887355433
800042,0.02143017741805642
800043,0.164953051887631
800044,0.06125285380658445
800045,0.15226023590375046
800046,0.1038123098626486
800047,0.0979165890534619
800048,0.07868018926480409
800049,0.3058244632402213
800050,0.21772105798033378
800051,0.2056155416879131
800052,0.04465994041990426
800053,0.44685607595507687
800054,0.32812385850511344
800055,0.15507503624372315
800056,0.4448128012066343
800057,0.14279388706825472
800058,0.48859338580317335
800059,0.3227157598914503
800060,0.5195261075092278
800061,0.035625271391670876
800062,0.15909301642258442
800063,0.20455871877892695
800064,0.04671218488170752
800065,0.14993819389482876
800066,0.5919502813005011
800067,0.09625318522516381
800068,0.16528525061048951
800069,0.0747909060072449
800070,0.20856693411414165
800071,0.0322861439167317
800072,0.07591980201841765
800073,0.10437333632226731
800074,0.02565310171841653
800075,0.13516572040153715
800076,0.07160916327813185
800077,0.2173642471247685
800078,0.2004115137943355
800079,0.37003181792279644
800080,0.3785164405744601
800081,0.06927101418699029
800082,0.5937629275733082
800083,0.49309957469469834
800084,0.35366113894777645
800085,0.38589268534440907
800086,0.06883364637566287
800087,0.08146828782897379
800088,0.2202651479901875
800089,0.08638024407880276
800090,0.09606350691161866
800091,0.5342468121516544
800092,0.044001373270869795
800093,0.05844463803406841
800094,0.057213191705239134
800095,0.0678854527368808
800096,0.07316311343252464
800097,0.2763462502979007
800098,0.22317003524327572
800099,0.24641261463467456
800100,0.13577056209974142
800101,0.1534287286098921
800102,0.06854265937894596
800103,0.19997908689895705
800104,0.06272184648215591
800105,0.28309274798694356
800106,0.0516519811132563
800107,0.19049623093203424
800108,0.07859130379800597
800109,0.21717393278093589
800110,0.28306926134420524
800111,0.3052921901757576
800112,0.11626394389336708
800113,0.045475594199429585
800114,0.06674623757929808
800115,0.1586681266756032
800116,0.23879571496937527
800117,0.34920221043023203
800118,0.21718953008454464
800119,0.06477595762333874
800120,0.13936378017633438
800121,0.06118335028857085
800122,0.23623068016532006
800123,0.2813255334451538
800124,0.262677006366829
800125,0.20809306642409164
800126,0.22566808770325741
800127,0.14162375969087168
800128,0.12138094191152995
800129,0.1823047404917759
800130,0.1721309317696794
800131,0.2097400928148206
800132,0.1118674933729111
800133,0.028062760230757742
800134,0.3988761751133716
800135,0.04362652324712127
800136,0.0347253646464481
800137,0.14404300979771537
800138,0.18249007272764256
800139,0.18551840701498987
800140,0.11731622306545038
800141,0.32223974949409945
800142,0.2982711464445789
800143,0.09918676684610482
800144,0.16764250309267903
800145,0.11461797131970529
800146,0.14635950026273273
800147,0.09857991375242578
800148,0.0598618350898259
800149,0.33707308306400646
800150,0.17715364607151146
800151,0.03751167892789783
800152,0.0637521582194837
800153,0.08925061463608319
800154,0.37632820226791763
800155,0.05475562183951435
800156,0.18578459225062136
800157,0.1293363034533483
800158,0.11384407779073034
800159,0.10695527692824132
800160,0.1901138729271204
800161,0.1351697687741345
800162,0.1027710695522108
800163,0.07663615805502988
800164,0.17496218734125965
800165,0.0667425375573851
800166,0.4626813496943676
800167,0.4687752085796248
800168,0.040941068817436733
800169,0.08156456500497034
800170,0.07057468785381127
800171,0.065481183750896
800172,0.05959093099666963
800173,0.3483716827829866
800174,0.15430643723981755
800175,0.2306984423868064
800176,0.5191028162250652
800177,0.1269417262428515
800178,0.06226641557587854
800179,0.0440246491349678
800180,0.28363766131024987
800181,0.17111059944739596
800182,0.6873396787458815
800183,0.10408448055368068
800184,0.1438839959459759
800185,0.1407134361626674
800186,0.09572150608320804
800187,0.1305475606623802
800188,0.1377126230610047
800189,0.042837855265800015
800190,0.4340639172920194
800191,0.09623420983829083
800192,0.10458718844274739
800193,0.582997653953145
800194,0.21167380954685538
800195,0.04547860418971482
800196,0.18098780562383002
800197,0.27914647273682486
800198,0.31374022194851525
800199,0.1316002530089953
800200,0.2479246196641868
